,keyword,title,privious_time,view,video_url,comment,like_count,dislike_count,tag
48,리그오브레전드,"
수확 다 하자마자 폭딜 박는 케이틀린ㄷㄷ
",13:16,100850,2TC7j0TigDY,150,727,33,"['캬하하', '이석현', '원딜', '원거리딜러', '리그오브레전드', '롤', 'LOL', 'AD', 'leagueoflegends', '케이틀린', '수확의 낫', '수확 케이틀린', '프레이', '테디', '데프트', '괴물쥐', '케이틀린 강의', '수확의 낫 케틀', '케이틀린 매드무비', '원딜 강의', '원딜 메타', '원딜 추천', '원딜 티어', '원딜 1티어', '원딜 장인', '챌린저', '천상계', '원딜 매드무비']"
49,리그오브레전드,"
롤에서 인성질의 눈을 다시 떴습니다ㅋㅋㅋㅋㅋ
",10:33,452515,12L_lSRv_ho,3682,11294,351,"['김재원', '김재원 롤', '김재원 리그오브레전드', '김재원 인성질', '김재원 롤 인성질', '롤 인성질', '김재원 리그오브레전드 인성질']"
50,리그오브레전드,"
[리그 오브 레전드] 시네마틱 트레일러: 여명의 시작
",6:32,2495133,rYSjBQhFq3A,2917,6823,384,
51,리그오브레전드,"
“야스오.. 그곳에선 행복하길!”｜10.12 LOL 패치노트 하이라이트 - 리그 오브 레전드
",2:27,252777,CYbi_afy7Ks,888,5080,43,"['리그오브레전드', '리그 오브 레전드', '롤', 'LoL', 'Leagueoflegends', 'League of Legends', '패치노트', '하이라이트', '패치노트 하이라이트', 'patch note']"
52,리그오브레전드,"
[롤] 감스트 100인치 모니터로 롤 해봤습니다.. 개사기인데? LOL
",13:33,2223719,xQKMs5rIG4g,1638,17842,732,"['아프리카티비', '아프리카tv', 'afreecatv', 'broadcast', '감스트', '비제이', '김인직', '인직', '방송', 'bj', '감튜브', '콘텐츠', '컨텐츠', '비감', 'contents', 'gamst', 'injik', 'kiminjik', 'gamtube', 'bgam']"
53,리그오브레전드,"
리그 오브 레전드 2020 시즌 최신 계획 | 개발 현황 업데이트 - 리그 오브 레전드
",6:03,106485,e2z4XsVUAy0,933,950,57,"['yt:cc=on', '리그오브레전드', '리그 오브 레전드', '롤', 'LoL', 'Leagueoflegends', 'League of Legends', 'Riotgames', '라이엇 게임즈']"
54,리그오브레전드,"
뽁구형과 롤했습니다...!!!|리그오브레전드|펭댕이|
",22:02,10,49nwMDfVHbo,1,3,0,['#뽁구#40만유튜버#뽁구BBokTV#리그오브레전드#롤']
55,리그오브레전드,"
[리그오브레전드, 초월플레이] 🔥 롤 매드무비 브금 🔥 게임할때 듣기 좋은 노래 🔥 브금 모음 (08 월 28 일)
",1:24:08,2574,6oGm0SkOK8A,35,35,2,"['매드무비 브금', '브금', '롤 매드무비 브금', '매드무비브금', '게임할때 듣기 좋은 노래', '롤 브금', '롤매드무비브금', 'qmrma', '게임할때 듣기 좋은 브금', 'ncs', '롤브금', '매드무비 노래', '롤할때 듣는 노래', 'ncs브금', '매드무비', '신나는 브금', '노래', '롤할때 듣기 좋은 브금', '매드무비 브금 레전드', 'ncs 브금', '롤매드무비 브금', '롤 할때 듣기 좋은 노래', '롤 할때 듣기 좋은 브금', '게임 브금', '브금 모음', '롤 매드무비 노래', 'bgm', '게임브금', '롤 매드무비브금', '좋은 브금', '롤 매드무비', 'aoemanql qmrma', '매드무비노래', '좋은브금', '메드무비 브금', '롤할때', '매드무비 브금 순위', '롤 매드무비 브금 레전드', '매드 무비 브금', '롤 노래', '게임 매드무비 브금', '롤매드무비노래', '신나는브금', '배그 매드무비 브금', '좋은노래', '게임할때', 'ncs 매드무비 브금', '브금모음', '롤할때 듣기 좋은 노래', '초월플레이', '리그오브레전드', 'Dj Bear', 'Dj Bear - EDM 음악']"
56,리그오브레전드,"
League of Legends - Cinematic Trailer: A New Dawn
",6:28,9439810,cXZqfuJ9Zps,2468,99293,2909,"['Trailer', 'PC', 'League of Legends', 'games', 'ign']"
57,리그오브레전드,"
[롤] 브론즈 파악 완료 【미포,이즈리얼】 -선짱의 리그오브레전드LOL
",13:29,82,uJR2C-DqlQA,3,4,0,"['World of Warcraft', 'WOW', '월드오브워크래프트', '와우', '와저씨', '선짱', '남캠', '소통', '쐐기', '와우쐐기', '와우 가이드', '먹방', '화법', '화염법사', 'Mage: Fire', 'fire mage', '롤', '리그오브레전드', '브론즈', '실버', '골드', '예능롤', '표정', '심장', '꿀잼', '롤초보', '롤어린이', 'legueoflegend', '대세', '페이커', '데프트']"
58,리그오브레전드,"
분당 3킬 역대급 레전드 매치 [리그오브레전드]
",12:37,182688,lcmWJgISJMQ,259,2260,43,"['뜨뜨뜨뜨', '배틀그라운드', '배그', '오버워치', '옵치', '러너웨이', '트위치', '스트리머', '뜨뜨', '아프리카', '아프리카TV', '핵', '매드무비', '하이라이트', '롤', '리그오브레전드']"
59,리그오브레전드,"
라이엇의 실수 개사기챔프 세트 한번 해봤습니다 [리그오브레전드]
",10:27,486923,TKbhvY3Hikw,341,3818,137,"['뜨뜨뜨뜨', '배틀그라운드', '배그', '오버워치', '옵치', '러너웨이', '트위치', '스트리머', '뜨뜨', '아프리카', '아프리카TV', '핵', '매드무비', '하이라이트', '롤', '리그오브레전드']"
60,메이플스토리,"
뜰 확률 0.0000001% 역대 최강추옵 망토 등장ㄷㄷ [신해조 메이플스토리]
",8:02,4626,YcIT9CmebIw,149,501,16,
61,메이플스토리,"
숨지마라.. 나이트로드! 이걸 보고도 안하시나요???ㅋㅋ루 [신해조 메이플스토리]
",5:18,132225,XHmHDTIgh6U,283,1041,51,
62,메이플스토리,"
[메이플] 제로는 못말려 시즌3
",4:21,220025,GppulXiRUu4,3305,6777,54,"['메이플', '메이플스토리', '메이플만화', '게임만화', '병맛', '웃긴', '만화', '루시드냥', '소맥거핀', '애니메이션', '게임애니메이션', 'maplestory', '웃긴만화', '병맛만화', '윌', '제로', '아잉얼굴', '아잉눈', '아잉협회장', '아델']"
63,메이플스토리,"
더 시드 1급상자 도전합니다!!!![메이플]
",,3705,xidRVIManT8,0,58,5,"['메이플', '메이플스토리', '섀도어', '광부', 'kms', '사냥', '육성', '부케', '부캐', '자석펫', '코인샵', '큐브', '로얄', '로얄스타일', '메소버는방법', '메소', '젬', '코어젬', '코어젬스톤', '무과금', '현질', '도적', '메획', '아획', '업데이트', '캐시', '이벤트', '신전', '에스페라', '물방울', '프론', '신전3', '노르테유', '직작', '장사', '돈버는법', '메소버는법', '사재기', '22성', '역대급', '템세팅', '듀블', '나로', '메익', '원킬', '오토스틸', '메익원킬', '메카닉', '해적', '무자본', '저자본', '고자본', '데몬어벤져', '전사', '플레임위자드', '플위', '광부의삶', '팬텀', '데벤져', '은월', '키네시스', '메르세데스', '메르']"
64,메이플스토리,"
재탕 아닙니다. 아케인 견장 새로 샀어요 [팡이요,  메이플스토리]
",14:34,204432,VB7pKrj9vX4,172,1113,66,"['메이플스토리', '메이플', '메이플1', '팡이요', '팡이', 'BJ팡이', 'BJ팡이요', 'maple', '강화', '스타포스', '스타포스강화', '히어로', '로얄스타일', '레드큐브', '블랙큐브', '레큐', '블큐', 'maplestory', 'maple story', '아프리카TV', '육성', '아델', '아케인견장', '아케인']"
65,메이플스토리,"
어웨이크 링 목표는 레전드리..? [메이플스토리,루니오,어웨이크 링]
",4:17,127059,WGFD15Ura2Y,569,1313,44,
